,Gene_index,Divergence_across_classes
113,20961,0.1465107852599826
114,29270,0.1459668486306549
115,10709,0.1458818590570724
116,27518,0.14573801607170012
117,24977,0.14531516060118144
118,2300,0.14511762337197265
119,16901,0.14424526029896412
120,26185,0.1438044555797542
121,14768,0.14346210542820337
122,20880,0.14256841362293038
123,686,0.14210320048254088
124,18185,0.14112959793277047
125,12618,0.1403869229431729
126,492,0.13901221785558715
127,7231,0.13794727517275412
128,18146,0.1370229323922113
129,26654,0.13695147571488897
130,10534,0.13689006363203005
131,15166,0.13678351906634179
132,15615,0.13565965898109977
133,8218,0.13541760718176332
134,14247,0.13510697330717797
135,5947,0.1343034424971783
136,23056,0.13328028953740256
137,7169,0.13324858859545038
138,9971,0.13253472148822332
139,9633,0.13223038243741314
140,22009,0.13197324953907996
141,26249,0.13172100703675282
142,1902,0.13167036284292322
143,30871,0.13022790630632897
144,22588,0.12991196967188126
145,31949,0.12978928730275374
146,11887,0.12950760470956868
147,1900,0.1291405994077286
148,29936,0.12859197006450052
149,9986,0.12804859051516604
150,10755,0.1280452383713585
151,29302,0.12801882721961788
152,22040,0.1278142071127204
153,24731,0.12767782008566686
154,10630,0.12729901638471408
155,7949,0.1269832813036753
156,16088,0.12642221620051453
157,29543,0.12629282218878823
158,27616,0.12617035188781522
159,13131,0.12614204507541057
160,3761,0.1261316545678115
161,30655,0.12561569520190108
162,326,0.12559294232006646
163,32701,0.125469881931644
164,29505,0.12520811233432982
165,3873,0.12516423588488002
166,30973,0.12481268168496629
167,895,0.12411988629041248
168,11902,0.12380332605241673
169,29619,0.12369904160563339
170,31958,0.12279790518929118
171,20269,0.12265316008126673
172,5704,0.12188638914727967
173,10551,0.12151970638908627
174,23288,0.12030909225964617
175,25892,0.12022678224581429
176,20353,0.12004795045346572
177,18178,0.12003587193822329
178,22739,0.11958025236174952
179,29733,0.11954214102168181
180,10151,0.11954090656376692
181,24087,0.11942300882472523
182,16789,0.11924155190561236
183,10124,0.11920227132121558
184,13971,0.11901296002060535
185,12150,0.11899292613547652
186,4064,0.11888648938302587
187,19059,0.1185712619468442
188,19885,0.11842626910527443
189,30894,0.1182474210616411
190,1845,0.11795422438771352
191,10242,0.11789509376361951
192,20281,0.11782451524839221
193,18190,0.11781080439330038
194,544,0.11743098430131216
195,16792,0.11741118220315239
196,31188,0.11718807940680598
197,23080,0.11712352168865747
198,7149,0.11706046922955149
199,23335,0.11700643911926645
200,12581,0.11631834744485747
201,5985,0.11628241937873196
202,21446,0.11603772154045044
203,30120,0.11602738819670466
204,16379,0.11575447413540729
205,556,0.11574821521163003
206,15541,0.11570150032248838
207,13507,0.11568315976528698
208,30970,0.11561342257815294
209,26839,0.1153201715225477
210,4027,0.11513939998386613
211,8763,0.11491829386831232
212,10693,0.11439821632744246
213,23423,0.11421216961619485
214,17989,0.11407418680443249
215,13248,0.11398177535037335
216,11346,0.11382998260944671
217,4039,0.113769764738612
218,30848,0.11366832976505781
219,16538,0.11227928112457286
220,10417,0.11205202544545567
221,29562,0.11204607980499398
222,27140,0.11190231615273022
223,5830,0.1117406808962349
224,30092,0.11158085936132722
225,10421,0.11081471307435381
226,15179,0.11071598447551201
227,10629,0.11038341463163953
228,4395,0.11011585976516369
229,12404,0.1100336182615203
230,18503,0.11001910872567344
231,29476,0.10973272379698029
232,29781,0.10934491083006925
233,13050,0.10932548433722222
234,20155,0.1090568041561919
235,6985,0.10904004111083676
236,25147,0.10888836607654606
237,9609,0.10857793720019276
238,15211,0.10855214471863484
239,29293,0.10826154798805532
240,2662,0.10811694201793454
241,26912,0.10784881327106977
242,13864,0.10784064752611922
243,13008,0.10732987003131123
244,12556,0.10720227129756021
245,17039,0.10707722652715734
246,29942,0.10637384322460797
247,1722,0.10630917509506421
248,21196,0.10582898695564702
249,13508,0.10553164575860208
250,7134,0.10539082883519446
251,23778,0.10527879444539101
252,7460,0.10521359705982658
253,30926,0.10498022089085424
254,15270,0.10497067305906282
255,29567,0.10485740501779262
256,16915,0.1047513805492048
257,18501,0.10452625342174315
258,26611,0.10427036280076707
259,4069,0.10396201191098242
260,18991,0.10371586647853737
261,5350,0.10336948903339582
262,18219,0.10326038746719779
263,24244,0.1030648290681192
264,31602,0.10294117322823892
265,30788,0.1028525731537352
266,9799,0.10280388768814763
267,6464,0.10271463431276318
268,20284,0.1026756672483971
269,21649,0.10243365531113535
270,25198,0.10233526952123717
271,30604,0.1022093078927373
272,1162,0.10220903542600968
273,28966,0.10213359886319973
274,10671,0.10201141792803914
275,11733,0.10167737589159431
276,12588,0.10159645807384898
277,27494,0.10146594618750049
278,14970,0.10116036488197433
279,21255,0.1008910843575116
280,15197,0.1008746897695536
281,22657,0.10079270187846101
282,29348,0.10073509451049034
283,5089,0.10038797662155252
284,31714,0.10020155954781607
285,19072,0.1000983043604119
286,29902,0.09994284608807691
287,29983,0.09988081510924174
288,4978,0.09977867062717438
289,23926,0.09967450394761485
290,30081,0.0994472372820635
291,30911,0.09877038004794758
292,14828,0.09872891885615742
293,28758,0.09868488473365522
294,32645,0.09855586838339836
295,30971,0.09837714463527991
296,10432,0.09813115311453657
297,32699,0.09808503560859783
298,29511,0.09769974669129022
299,27089,0.09764562380746766
300,9542,0.0975643636038277
301,16300,0.09755097521154132
302,32322,0.09721799256815955
303,26301,0.09679174365084764
304,30169,0.09673733489738323
305,28968,0.09654627650670355
306,27959,0.0964472462543835
307,18411,0.09631321634350032
308,23466,0.09613868410841486
309,517,0.0959616762573039
310,26896,0.09587249900640349
311,6968,0.09586026110485468
312,10059,0.09583517705451461
313,20008,0.09577297095835863
314,31810,0.09539575671043954
315,9499,0.09513649274681002
316,4035,0.09505928073197739
317,23231,0.09502705037227044
318,29794,0.09498402057175337
319,6365,0.09487427907655921
320,11267,0.09458676747124006
321,22057,0.09441041119694832
322,610,0.09431954343702409
323,10039,0.09429212391002584
324,3294,0.09393851140326814
325,1287,0.09390471389636668
326,19472,0.09390019221547674
327,29462,0.09385007775035648
328,22029,0.09384954108156768
329,20777,0.09383960064169061
330,1580,0.09378365119877552
331,11550,0.0937000527460351
332,29508,0.09352239629174375
333,3497,0.09349589551150572
334,21536,0.09345229806500543
335,23263,0.09319213077368416
336,26269,0.09307616037225463
337,20279,0.09284241800910159
338,1635,0.09282024861883775
339,27851,0.09265453801496537
340,9464,0.09263525431306885
341,6353,0.09259415872112753
342,17871,0.09253899776341812
343,13968,0.09208097105187318
344,12889,0.09205311652571202
345,30507,0.09201307643427514
346,25869,0.09157485830052053
347,31698,0.09148170653817513
348,22001,0.09144270112069483
349,21548,0.09139824212437975
350,23959,0.0910655422636748
351,11108,0.09087721548055949
352,13711,0.09077848590292192
353,4958,0.09063621828255308
354,20905,0.0904680511433904
355,8731,0.09040550078195919
356,9634,0.09038026771627738
357,4130,0.09017218975365393
358,412,0.09012645371459804
359,10734,0.08990780387405106
360,905,0.08982186885724791
361,15059,0.08979960587124053
362,7746,0.08970904154482118
363,23908,0.0895634413272951
364,32442,0.08944161316663679
365,7950,0.0893804442309743
366,25913,0.08924982624068134
367,21411,0.08899854174792576
368,32044,0.08895190724047164
369,32706,0.0888617311491462
370,21440,0.08882411654706668
371,2942,0.08874740759075694
372,23846,0.08874061749777229
373,30405,0.0887098800426811
374,6828,0.08864054019862999
375,6659,0.08849566402494435
376,19805,0.08845290483064483
377,24175,0.0884528923964022
378,12048,0.0884367639364656
379,22552,0.08832392222810215
380,18877,0.08829606790342814
381,941,0.08816042355410558
382,17716,0.08815021188946887
383,11091,0.08813872615374929
384,3667,0.0881273074382114
385,31177,0.08811577354817324
386,10641,0.08805803042904414
387,21543,0.08788060952772792
388,30146,0.08782782950731494
389,28116,0.08780200365778623
390,7947,0.08776582598178156
391,29651,0.08772132666788668
392,8006,0.08768054069684827
393,799,0.08757566082389656
394,27652,0.08735776833106357
395,9170,0.0872955818732255
396,27826,0.08728098242197713
397,15913,0.08717426322435995
398,644,0.08715795969823525
399,2207,0.08696146696764917
400,3446,0.08688900724368087
401,2061,0.08688699167420011
402,4087,0.08679341760408976
403,4359,0.08678431687615418
404,1538,0.08670176467739621
405,17470,0.08649470394635372
406,11175,0.08644280122969228
407,32581,0.08643753324890413
408,16435,0.08637900449192215
409,9101,0.08615012384678333
410,29915,0.08607992933970732
411,19098,0.08594323382988334
412,13768,0.0858889640275311
413,28959,0.08584123965918855
414,29633,0.08570768802820639
415,1831,0.08567722076440265
416,2153,0.0856662360961713
417,26318,0.08565265403447841
418,22549,0.08557985589974804
419,166,0.08519253797529536
420,19351,0.08515846139662286
421,4727,0.08494622443022315
422,22565,0.08493115583089139
423,1057,0.08477403995098387
424,14224,0.08465219516787137
425,12669,0.08458857949062304
426,7905,0.08455302935995601
427,29444,0.08449511007968735
428,31257,0.08408778127783478
429,10637,0.08395537154710342
430,30247,0.08390418744542472
431,2790,0.08388751652178461
432,20904,0.08387768530668771
433,15301,0.08386695065671779
434,21614,0.08373930001919838
435,3713,0.08369316182990749
436,5221,0.08363784375216021
437,2333,0.08359624737440496
438,19184,0.08354618632221888
439,20179,0.08349783053044257
440,13783,0.08345592386620837
441,9516,0.08344038371269791
442,13827,0.08343664990607125
443,18937,0.08338169191662134
444,22151,0.08333665300542781
445,592,0.08326389710248461
446,13496,0.08324126768004192
447,15279,0.08317551011593605
448,28308,0.08317257496089003
449,16947,0.08316507442290111
450,29909,0.08312559563941879
451,17887,0.0831156126499053
452,12199,0.083071243828436
453,2492,0.08304223186858281
454,11277,0.08302269981806742
455,21872,0.08302239651303789
456,5491,0.08300842921479534
457,16140,0.08295020732153136
458,2063,0.08294505329317148
459,1841,0.0829261128416704
460,29743,0.0828680586300996
461,19643,0.08284287948415348
462,7813,0.08271838548620214
463,20768,0.08264678516499135
464,5872,0.08263718329192637
465,20184,0.08260951243470827
466,10192,0.08260424304049008
467,1546,0.08258649470230894
468,30969,0.08257272516157055
469,27627,0.08247050466985476
470,21512,0.08238279880380994
471,19565,0.08235900369614002
472,11789,0.08235315390699494
473,19175,0.08231479027916211
474,1109,0.08229087817988123
475,9318,0.0822794706295128
476,3657,0.08227155764279381
477,32694,0.08214469506966246
478,8542,0.08213625380235334
479,19247,0.08213526215879074
480,32398,0.08207560864869134
481,15176,0.08196744337156203
482,11223,0.08191547892930029
483,10188,0.08186344297989967
484,22428,0.0817754376746781
485,1991,0.08174845015631538
486,20638,0.08156194902339609
487,12963,0.08154409396382534
488,16477,0.08135929755882826
489,19802,0.08127202447843529
490,22794,0.08119607628491232
491,4455,0.08112406019801865
492,22882,0.0811092866765516
493,19030,0.08109848442359469
494,21114,0.08099291506200434
495,4307,0.08098172695845327
496,26307,0.08087963803752796
497,1184,0.08083747186950463
498,26262,0.08080306792933001
499,18526,0.08078676003590546
500,24372,0.08068917304571221
501,25987,0.0806707673686835
502,7891,0.0806346831460234
503,16959,0.08062486285694037
504,2217,0.08062137497225264
505,32028,0.08055232641384169
506,2743,0.08049543612682157
507,23612,0.08031442245553366
508,27341,0.08021994858779496
509,21806,0.08016528439618464
510,23384,0.08014660600125834
511,24007,0.08014015682615716
512,3457,0.08011115291362297
513,9569,0.0800656378918525
514,2759,0.07991184824199005
515,22698,0.07985602513707757
516,16596,0.07980646843259764
517,12090,0.07978883625019323
518,764,0.07978621557423832
519,20868,0.0797371362634407
520,9531,0.07971709258482873
521,27658,0.07969135778189096
522,12968,0.07969080931526967
523,18224,0.07955824063270112
524,21804,0.07952782862922536
525,924,0.0795243114670896
526,13778,0.07950944589082098
527,10916,0.07946259594482752
528,10719,0.07944803994490601
529,25036,0.07942442957640417
530,5233,0.07934669762140045
531,32047,0.07920844003349425
532,31970,0.07919787439026882
533,24892,0.0791753271918968
534,3407,0.07915253562347202
535,8877,0.07914727766420554
536,15594,0.07911869644784397
537,7531,0.07906457625209473
538,2484,0.0790137027231882
539,2373,0.07898821643442255
540,32526,0.07894879884140682
541,29064,0.07894055293735394
542,18148,0.07892447886144954
543,6730,0.07891215478880731
544,24251,0.07883001132229828
545,21880,0.07881390698308571
546,13962,0.07880301377939214
547,3801,0.07877668782943792
548,25183,0.07877630935543145
549,6816,0.07877237091453482
550,5858,0.07874655581331669
551,6888,0.07870322427833915
552,19244,0.078696935056357
553,19097,0.07866978943419023
554,18654,0.07857830330494375
555,16285,0.07857697265893782
556,29948,0.07854127050184145
557,11938,0.07840388708240043
558,22471,0.07836504649654441
559,26176,0.07822472224433419
560,7778,0.07810282716246264
561,12429,0.07804111398636637
562,15376,0.07803879005379721
563,19139,0.07798751716866714
564,10867,0.07794533114345836
565,13023,0.07793236108461132
566,26285,0.07786383708544964
567,29072,0.07785056830201686
568,12293,0.07772817643913355
569,18485,0.07768225851048316
570,26967,0.07767862424649175
571,6215,0.07765902360441101
572,1988,0.07762446873587646
573,29706,0.07760087018441704
574,7188,0.07756060042111051
575,32082,0.07748935296148718
576,26524,0.07748127645825936
577,22835,0.07744211439294552
578,20808,0.07735881728972882
579,26900,0.07735860029133668
580,12671,0.07728579698863003
581,16529,0.07725607444690918
582,20809,0.07721445801431305
583,10565,0.0771302248445247
584,9607,0.07706370934102691
585,19038,0.07701919540142155
586,19711,0.07693968215574365
587,12016,0.07693311787857482
588,29449,0.07690217028213353
589,10415,0.07689675543774249
590,30378,0.07686651453204263
591,6092,0.0768474767920797
592,30561,0.07684208666165904
593,20152,0.07680962103343714
594,12725,0.07674708352073523
595,17802,0.07673457731677236
596,28592,0.07666864664813255
597,13902,0.07665092858450118
598,13510,0.0765718467116665
599,30658,0.0765531929696519
600,29810,0.07644367811641894
601,31936,0.07643120770010753
602,31928,0.07638976639534822
603,31855,0.07628078157366824
604,10779,0.07627329011225004
605,22300,0.07626689004955145
606,8355,0.07621182731980847
607,20654,0.07604773383749241
608,20691,0.07603259728833789
609,15893,0.07603109046996642
610,25190,0.07595402972600573
611,11351,0.07591963647963973
612,30797,0.07590481150072548
613,908,0.07576555188012202
614,23991,0.07571228598690005
615,21868,0.07565111921885403
616,18269,0.07550862093458288
617,9992,0.0754667274783265
618,21865,0.07545336025370386
619,18711,0.07530166285824402
620,15830,0.07527126688147312
621,21243,0.07522619958813115
622,20903,0.07521867985722963
623,859,0.075136595851655
624,1986,0.07512794580545512
625,3308,0.07511572682015188
626,6447,0.07510641847237844
627,524,0.07507175407403077
628,24672,0.07502030012753802
629,32697,0.07498572728169939
630,20879,0.07490528512873643
631,4041,0.07480319990553819
632,23838,0.07474380113629886
633,18630,0.07474146129348702
634,31786,0.0746861387424883
635,15516,0.07464216081792108
636,28018,0.07461765174521845
637,2576,0.07446055785107164
638,30275,0.07444707096644398
639,13771,0.07440798722243347
640,10617,0.0743248850180055
641,30837,0.07428543502810869
642,31941,0.07425945041736526
643,4255,0.07424691985530502
644,26338,0.07418438768734126
645,9232,0.07415778426606623
646,11511,0.07411896915915539
647,20769,0.07410556093612652
648,14097,0.07404609510642546
649,29701,0.07400326515102529
650,19619,0.07391177525805959
651,9827,0.07391001504162109
652,32349,0.07390486776094718
653,28272,0.07381898254963248
654,11853,0.07381819613196267
655,28660,0.07379201704014893
656,21042,0.07349986869664427
657,16567,0.0734667776545912
658,3633,0.0733274483994707
659,19181,0.0732966549344225
660,30114,0.07316141943011481
661,29265,0.07303504188837151
662,16544,0.07300633870403173
663,23775,0.07300122469169157
664,19394,0.07294680527455166
665,22495,0.07275243336362458
666,16933,0.07270286823652838
667,14621,0.07265022557193201
668,528,0.07261875020955277
669,2697,0.07261584488052708
670,23717,0.07254810279266799
671,30585,0.07251399186416818
672,10689,0.07251092066436193
673,9188,0.07251025947876713
674,16806,0.07249957199280455
675,22067,0.07243132157999987
676,18869,0.07240741437875597
677,7223,0.07237587062637557
678,18401,0.0723436858894222
679,12230,0.07233508135986799
680,201,0.07223110268899591
681,19714,0.07222085392239465
682,8927,0.07218467553727287
683,9050,0.07205535974176258
684,28933,0.0720051550480929
685,16216,0.07198895309502307
686,20543,0.0719744044932003
687,25136,0.07196156906256534
688,22743,0.07192947425938456
689,1842,0.07177678674468535
690,67,0.07177248927415991
691,2921,0.07175677119515855
692,10089,0.07172312422171978
693,19538,0.07165714209933916
694,27723,0.07165394718951357
695,9606,0.07155507633395697
696,30536,0.07146654021295062
697,12231,0.07139938679314806
698,29740,0.07138590998137806
699,21376,0.07131750644107215
700,10280,0.07125620057432713
701,2939,0.07112173607631422
702,18228,0.07111417104285578
703,10282,0.07108855008724668
704,2905,0.07104822031743507
705,21275,0.07097588200380289
706,1974,0.07093787925218409
707,5971,0.07093103328049766
708,24341,0.07083165646033562
709,1727,0.07082933194505336
710,29931,0.07082675432306518
711,4893,0.07080600017127625
712,8016,0.07080347734362968
713,18499,0.07076203980199436
714,9677,0.07074830690396827
715,19253,0.07070672369180497
716,24114,0.0706327453285448
717,4430,0.07063179347654702
718,4492,0.07061053808407192
719,6467,0.07051268212905537
720,14254,0.07049533056109897
721,29407,0.07045516629888704
722,210,0.07039151757756934
723,2161,0.07038323076414826
724,27414,0.07036284319835628
725,9597,0.07030970211616772
726,4667,0.0702735309489465
727,9714,0.07021961394327181
728,2030,0.07020690195845392
729,22488,0.07018897871760121
730,14470,0.0700793818356939
731,21898,0.07006258949167554
732,31072,0.07003207891570051
733,1561,0.07002517260015784
734,32067,0.07002027244975717
735,20871,0.06995456287226876
736,1029,0.069904268379824
737,30873,0.0698959688395745
738,31414,0.06974150110577582
739,9086,0.06973559039806265
740,28608,0.06966054248553999
741,31945,0.0696060758728825
742,20637,0.06960328786564873
743,28833,0.0694511147599296
744,30569,0.06938508070107308
745,7898,0.06928046314503755
746,2170,0.06926127763479073
747,32595,0.0692403772918958
748,28025,0.06922807153861599
749,30528,0.06922087690701617
750,17688,0.06921908921525266
751,29458,0.06918433239757393
752,28735,0.06915698227576722
753,13693,0.06914346890627188
754,10348,0.06914017612961054
755,105,0.06913022848455808
756,29600,0.06911559588570793
757,31708,0.06910612086756829
758,3902,0.06907792101788846
759,24886,0.06906016504291113
760,24730,0.0690523443563732
761,12583,0.06900425958992173
762,415,0.06899351382439278
763,22992,0.06896379696229382
764,5857,0.06894503004822261
765,22986,0.068941489247073
766,8128,0.06893236720169466
767,3896,0.068919585753479
768,6058,0.06890917199414848
769,25792,0.06888942510279983
770,31184,0.06885294266563602
771,27269,0.06882027137586089
772,12410,0.06881515717269387
773,22826,0.06868085063484347
774,12524,0.0686525594154713
775,13766,0.06857347856134871
776,8508,0.0685437531494546
777,674,0.06841610512873597
778,17074,0.0683477697375402
779,20748,0.06832406008651282
780,15812,0.06828954684385558
781,24579,0.06828038457665192
782,10075,0.06823365643664625
783,26293,0.06820085463622094
784,19459,0.0681871422450433
785,9066,0.06818529614994406
786,21344,0.06813905738272519
787,13861,0.06809182790396201
788,32448,0.06804934773747284
789,9600,0.06796536433449826
790,5314,0.06796495125564839
791,3039,0.06793361980866441
792,25499,0.06792069515376863
793,10744,0.0678172742190748
794,32702,0.06780650789263998
795,26957,0.06779455863520878
796,30709,0.06772889242638691
797,21547,0.06763818756382156
798,17529,0.06757175894992229
799,5701,0.0674988510224287
800,28740,0.0674804812554074
801,19191,0.06744879806319348
802,13531,0.0673859343082096
803,4894,0.06738431158088665
804,30775,0.06730986461353627
805,29841,0.06728777704688282
806,966,0.06725027099817427
807,25914,0.06724369851762516
808,4756,0.06719091952137823
809,12427,0.06716154381069572
810,21058,0.06713275157204335
811,684,0.06706822600440743
812,32705,0.0670652853154663
813,9530,0.06702719799045598
814,19277,0.06697327074927795
815,21434,0.06696093253291968
816,30851,0.06688925416426605
817,20190,0.06686952540745417
818,756,0.06685745273697241
819,7829,0.06685682262354675
820,26069,0.06683903567801353
821,29620,0.06681329983446105
822,13750,0.06667444464534183
823,925,0.06659868935137281
824,4711,0.06656291915826917
825,2077,0.06652575873535216
826,20250,0.06650542804530901
827,29952,0.06645764201271895
828,13556,0.06644819455303463
829,24692,0.06637740169505674
830,19410,0.06632149661843534
831,21785,0.06630564681971118
832,7245,0.06628084647105559
833,17463,0.06626538161429463
834,30130,0.06619222658044299
835,19797,0.06618948037539196
836,24560,0.06613302747075933
837,26138,0.06611231789307542
838,17158,0.06606536250488615
839,17251,0.06599453520430693
840,12646,0.06596920658054573
841,1313,0.06593323588641897
842,26210,0.06589648713380436
843,607,0.06587262380325964
844,20330,0.06578527740100154
845,19169,0.06578461790776136
846,6937,0.065759806194161
847,6581,0.06569979455666508
848,28965,0.0656389081627507
849,24252,0.06562605061954158
850,21709,0.06551622713443717
851,17442,0.06550709988260606
852,819,0.06541734432474844
853,19248,0.06536425589042005
854,28925,0.06532225391035784
855,3942,0.0652920992569212
856,25581,0.06523653853407607
857,3477,0.06523067739390687
858,23127,0.06519983400262319
859,29928,0.06514237118761013
860,14265,0.06514114520049613
861,21986,0.06514098582428152
862,25040,0.06509885125276149
863,19085,0.06500067941591864
864,12488,0.06499960506160729
865,14501,0.06498789573751862
866,3117,0.06487104243171327
867,8135,0.06479720802252228
868,26026,0.06479168999740914
869,28867,0.06477525452032051
870,15857,0.0646945650590901
871,5536,0.06468368828983728
872,25561,0.06467728130343497
873,28893,0.06464754766114056
874,28949,0.06464519501950072
875,7668,0.06463189932198066
876,30441,0.06462754838412599
877,7529,0.06461063639337039
878,19087,0.06460225712389284
879,15725,0.0645640393650525
880,13966,0.06454971863184444
881,29578,0.06450980278948854
882,30442,0.06444725764195025
883,5943,0.06431030062351517
884,30673,0.06429055876002943
885,22980,0.06427915179272159
886,30566,0.06427473161201824
887,13236,0.06419629240573754
888,13333,0.06419488023162345
889,24257,0.0641647346987873
890,21326,0.0641333944402237
891,19065,0.06405528988566311
892,9093,0.06402818284417633
893,2357,0.06399750194070453
894,32696,0.06399257400125791
895,26454,0.06394925377358152
896,9918,0.06392608672806532
897,3758,0.06392017744002348
898,70,0.06389961959764412
899,27500,0.06387196123827499
900,3937,0.06375486522596041
901,17597,0.06370404278658315
902,25210,0.06361661805995056
903,21513,0.06360672578504689
904,13126,0.06358937096527395
905,3335,0.06351114144783654
906,29451,0.0635100699904565
907,5616,0.06342119271646313
908,30137,0.06333220915837068
909,31682,0.06331514418665779
910,15926,0.06325523645034448
911,25465,0.06325081760080575
912,31703,0.0631975172561905
913,5316,0.0631676044985178
914,26838,0.06310573983424836
915,10739,0.0630891319063116
916,17064,0.06301267914095901
917,32029,0.06301079225641826
918,24402,0.06300179310930931
919,31974,0.06296330711178288
920,3206,0.0629621994858991
921,27681,0.06289109062537213
922,25066,0.06287022197431513
923,19527,0.0627918117531185
924,10850,0.06277343534523971
925,10314,0.06269219530471049
926,22868,0.06266891465673019
927,32708,0.0626319348002562
928,6900,0.06259955317545879
929,30897,0.06256917149454061
930,4334,0.06255211937504745
931,688,0.06254813332011439
932,20689,0.06253646156590242
933,28993,0.06251790927967749
934,1736,0.06250647364465924
935,4948,0.06239321873005477
936,26653,0.06231415414191735
937,25795,0.06230523778935071
938,14680,0.06226606636384069
939,2029,0.06219193440803006
940,4891,0.06200513896023924
941,10561,0.06199844389679232
942,13132,0.061986438714936615
943,23946,0.061885888121578414
944,21117,0.06172452937435091
945,10691,0.061704252103289114
946,20671,0.06165657875906594
947,17223,0.06164838721663557
948,25035,0.06162902957287586
949,14813,0.061627205758784775
950,12068,0.06157376647637143
951,13729,0.06154617882408109
952,16663,0.06152039336088344
953,20171,0.061489607063575646
954,11295,0.06145259798595715
955,18663,0.06138085522045389
956,23665,0.061336454801302454
957,15177,0.06130519210390037
958,27655,0.06129041141692548
959,24633,0.061253204471121814
960,10609,0.061243086965534654
961,3948,0.0612064156518346
962,19640,0.06110908398200776
963,14748,0.0609972465317013
964,2214,0.060975986421122785
965,28928,0.060940412105716546
966,28357,0.06093083993973031
967,12685,0.06087006348779944
968,4300,0.06085149808355117
969,18928,0.06083776770071847
970,30699,0.06082588750979556
971,11328,0.060823614062285924
972,30516,0.060817951525072855
973,24660,0.06081047213607371
974,29519,0.06077208140076418
975,10884,0.06074773195374095
976,29215,0.06068583776039857
977,20172,0.06059314248240186
978,14218,0.06055842851954352
979,12206,0.06055761084632094
980,15877,0.060527934557796925
981,32023,0.0605136615355133
982,18867,0.06051155646644907
983,22492,0.06048504149361389
984,15571,0.06045987735138758
985,5060,0.06041630618305405
986,742,0.06038675020413897
987,19187,0.06034331262472692
988,4928,0.06033660865717955
989,23954,0.060297515589847916
990,12865,0.060286737551429215
991,11481,0.06027768495119856
992,12715,0.060273266663011804
993,25105,0.06024852230874622
994,234,0.06010922970180366
995,21260,0.059988296765691285
996,26187,0.05997970133820241
997,29538,0.05994811905905917
998,11849,0.059910611366628896
999,23441,0.059910454658486656
1000,31610,0.05980539576221777
